2nd_goal_key_3,1st_goal_value_1,2nd_goal_value_3,3rd_goal_value_1,team1yellow_cards,1st_goal_key_1,3rd_goal_value_3,1st_goal_key_2,fulltime_result_key_3,team2_goals,fulltime_result_value_2,team1corners,double_chance_value_3,3rd_goal_key_1,double_chance_key_2,3rd_goal_key_3,double_chance_key_1,team2corners,team2,team2yellow_cards,1st_goal_value_2,2nd_goal_value_1,team2red_cards,timer,fulltime_result_key_2,fulltime_result_value_3,4th_goal_key_2,team2penalties,4th_goal_value_3,fulltime_result_key_1,team1penalties,team1,3rd_goal_value_2,3rd_goal_key_2,fulltime_result_value_1,4th_goal_key_1,2nd_goal_key_2,team1_goals,4th_goal_key_3,double_chance_value_2,1st_goal_value_3,2nd_goal_key_1,team1red_cards,double_chance_value_1,4th_goal_value_1,double_chance_key_3,2nd_goal_value_2,1st_goal_key_3,4th_goal_value_2
,1.40,,,0,ASO Chlef U21,,No 1st Goal,USM El Harrach U21,0,3.60,0,1.25,,USM El Harrach U21 or Draw,,ASO Chlef U21 or Draw,1,USM El Harrach U21,0,6.00,,0,12:06,Draw,7.50,,0,,ASO Chlef U21,0,ASO Chlef U21,,,1.44,,,0,,2.62,4.50,,0,1.071,,ASO Chlef U21 or USM El Harrach U21,,USM El Harrach U21,
MC Saida U21,,2.87,,0,,,,MC Saida U21,0,5.50,2,1.12,,MC Saida U21 or Draw,,JSM Bejaia U21 or Draw,0,MC Saida U21,1,,1.66,0,12:07,Draw,9.00,,0,,JSM Bejaia U21,0,JSM Bejaia U21,,,1.25,,No 2nd Goal,0,,3.75,,JSM Bejaia U21,0,1.040,,JSM Bejaia U21 or MC Saida U21,6.00,,
,2.75,,,0,RC Kouba U21,,No 1st Goal,RC Relizane U21,0,3.00,0,1.36,,RC Relizane U21 or Draw,,RC Kouba U21 or Draw,3,RC Relizane U21,0,5.50,,0,12:07,Draw,2.05,,0,,RC Kouba U21,0,RC Kouba U21,,,3.75,,,0,,1.25,1.72,,0,1.66,,RC Kouba U21 or RC Relizane U21,,RC Relizane U21,
,1.50,,,0,US Biskra U21,,No 1st Goal,ES Mostaganem U21,0,3.60,3,1.25,,ES Mostaganem U21 or Draw,,US Biskra U21 or Draw,0,ES Mostaganem U21,0,8.00,,0,12:09,Draw,4.50,,0,,US Biskra U21,0,US Biskra U21,,,1.66,,,0,,2.10,3.00,,0,1.16,,US Biskra U21 or ES Mostaganem U21,,ES Mostaganem U21,
,2.20,,,0,USM Annaba U21,,No 1st Goal,WA Tlemcen U21,0,3.00,0,1.36,,WA Tlemcen U21 or Draw,,USM Annaba U21 or Draw,0,WA Tlemcen U21,0,5.50,,0,12:09,Draw,2.60,,0,,USM Annaba U21,0,USM Annaba U21,,,2.75,,,0,,1.40,2.00,,0,1.44,,USM Annaba U21 or WA Tlemcen U21,,WA Tlemcen U21,
,1.36,,,0,USM Blida U21,,No 1st Goal,JSM Skikda U21,0,4.00,0,1.22,,JSM Skikda U21 or Draw,,USM Blida U21 or Draw,0,JSM Skikda U21,0,7.00,,0,12:11,Draw,6.00,,0,,USM Blida U21,0,USM Blida U21,,,1.50,,,0,,2.50,4.00,,0,1.11,,USM Blida U21 or JSM Skikda U21,,JSM Skikda U21,
,1.25,,,0,FK Kapaz,,No 1st Goal,Zira IK II,0,4.50,3,1.16,,Zira IK II or Draw,,FK Kapaz or Draw,0,Zira IK II,0,8.00,,0,12:12,Draw,9.00,,0,,FK Kapaz,0,FK Kapaz,,,1.30,,,0,,3.40,4.75,,0,1.040,,FK Kapaz or Zira IK II,,Zira IK II,
FK Qarabag II,,3.25,,0,,,,FK Qarabag II,0,3.60,1,1.25,,FK Qarabag II or Draw,,Moik Baku or Draw,3,FK Qarabag II,0,,1.44,0,12:13,Draw,2.30,,0,,Moik Baku,0,Moik Baku,,,2.62,,No 2nd Goal,0,,1.44,,Moik Baku,0,1.53,,Moik Baku or FK Qarabag II,7.50,,
FC Agsu,,4.50,,0,,,,FC Agsu,0,10.00,2,1.030,,FC Agsu or Draw,,Neftchi Baku II or Draw,1,FC Agsu,0,,1.25,0,12:13,Draw,21.00,,0,,Neftchi Baku II,0,Neftchi Baku II,,,1.055,,No 2nd Goal,0,,8.00,,Neftchi Baku II,0,1.002,,Neftchi Baku II or FC Agsu,9.00,,
,2.87,,,0,Delhi United,,No 1st Goal,Youngmen SC,0,2.75,0,1.40,,Youngmen SC or Draw,,Delhi United or Draw,0,Youngmen SC,0,4.50,,0,12:13,Draw,2.10,,0,,Delhi United,0,Delhi United,,,4.00,,,0,,1.22,1.80,,0,1.66,,Delhi United or Youngmen SC,,Youngmen SC,
,2.00,,,0,Avalan Kamyaran,,No 1st Goal,Shahrdari Hamedan,0,2.20,2,1.61,,Shahrdari Hamedan or Draw,,Avalan Kamyaran or Draw,1,,0,2.50,,0,12:14,Draw,5.50,,0,,Avalan Kamyaran,0,Avalan Kamyaran,,,2.25,,,0,,1.57,4.33,,0,1.12,,Avalan Kamyaran or Shahrdari Hamedan,,Shahrdari Hamedan,
,,,2.40,0,,2.75,,Naft Gachsaran,0,9.00,3,1.040,Besat Kermanshah,Naft Gachsaran or Draw,Naft Gachsaran,Besat Kermanshah or Draw,1,Naft Gachsaran,0,,,0,12:15,Draw,1.071,,0,,Besat Kermanshah,0,Besat Kermanshah,3.00,No 3rd Goal,19.00,,,0,,1.002,,,0,7.50,,Besat Kermanshah or Naft Gachsaran,,,
,1.57,,,0,Sofapaka FC,,No 1st Goal,Vihiga United,0,3.25,1,1.33,,Vihiga United or Draw,,Sofapaka FC or Draw,3,Vihiga United,0,5.50,,0,12:15,Draw,5.00,,0,,Sofapaka FC,0,Sofapaka FC,,,1.66,,,0,,2.10,3.40,,0,1.14,,Sofapaka FC or Vihiga United,,Vihiga United,
,,,,0,,,,Cheng Fung,0,29.00,0,,,,,,0,Cheng Fung,0,,,0,12:16,Draw,1.006,No 4th Goal,0,1.071,Macau U23,0,Macau U23,,,29.00,Macau U23,,0,Cheng Fung,,,,0,,9.00,,,,34.00
,1.66,,,0,Dynamo Kiev U19,,No 1st Goal,Metalurg Zaporizhya U19,0,2.40,3,1.50,,Metalurg Zaporizhya U19 or Draw,,Dynamo Kiev U19 or Draw,6,Metalurg Zaporizhya U19,0,2.75,,0,12:17,Draw,8.50,,0,,Dynamo Kiev U19,0,Dynamo Kiev U19,,,1.72,,,0,,2.00,6.50,,0,1.050,,Dynamo Kiev U19 or Metalurg Zaporizhya U19,,Metalurg Zaporizhya U19,
,1.72,,,0,Amal Bou Saada U21,,No 1st Goal,MC El Eulma U21,0,3.20,1,1.33,,MC El Eulma U21 or Draw,,Amal Bou Saada U21 or Draw,0,MC El Eulma U21,0,5.50,,0,12:18,Draw,3.50,,0,,Amal Bou Saada U21,0,Amal Bou Saada U21,,,2.05,,,0,,1.66,2.75,,0,1.28,,Amal Bou Saada U21 or MC El Eulma U21,,MC El Eulma U21,
,,,1.72,0,,3.10,,NC Magra U21,0,12.00,4,1.015,ASM Oran U21,NC Magra U21 or Draw,NC Magra U21,ASM Oran U21 or Draw,0,NC Magra U21,1,,,0,12:20,Draw,23.00,,0,,ASM Oran U21,0,ASM Oran U21,4.50,No 3rd Goal,1.045,,,0,,8.50,,,0,1.001,,ASM Oran U21 or NC Magra U21,,,
,1.40,,,0,ASO Chlef U21,,No 1st Goal,USM El Harrach U21,0,3.60,0,1.25,,USM El Harrach U21 or Draw,,ASO Chlef U21 or Draw,1,USM El Harrach U21,0,5.50,,0,12:20,Draw,7.50,,0,,ASO Chlef U21,0,ASO Chlef U21,,,1.44,,,0,,2.62,4.50,,0,1.071,,ASO Chlef U21 or USM El Harrach U21,,USM El Harrach U21,
MC Saida U21,,2.87,,0,,,,MC Saida U21,0,5.50,2,1.12,,MC Saida U21 or Draw,,JSM Bejaia U21 or Draw,0,MC Saida U21,1,,1.66,0,12:20,Draw,9.00,,0,,JSM Bejaia U21,0,JSM Bejaia U21,,,1.25,,No 2nd Goal,0,,3.75,,JSM Bejaia U21,0,1.040,,JSM Bejaia U21 or MC Saida U21,6.00,,
,2.75,,,0,RC Kouba U21,,No 1st Goal,RC Relizane U21,0,3.00,0,1.36,,RC Relizane U21 or Draw,,RC Kouba U21 or Draw,3,RC Relizane U21,0,5.50,,0,12:23,Draw,2.05,,0,,RC Kouba U21,0,RC Kouba U21,,,3.75,,,0,,1.25,1.72,,0,1.66,,RC Kouba U21 or RC Relizane U21,,RC Relizane U21,
,1.50,,,0,US Biskra U21,,No 1st Goal,ES Mostaganem U21,0,3.60,3,1.25,,ES Mostaganem U21 or Draw,,US Biskra U21 or Draw,0,ES Mostaganem U21,0,8.00,,0,12:23,Draw,4.50,,0,,US Biskra U21,0,US Biskra U21,,,1.66,,,0,,2.10,3.00,,0,1.16,,US Biskra U21 or ES Mostaganem U21,,ES Mostaganem U21,
,2.20,,,0,USM Annaba U21,,No 1st Goal,WA Tlemcen U21,0,3.00,0,1.36,,WA Tlemcen U21 or Draw,,USM Annaba U21 or Draw,0,WA Tlemcen U21,0,5.50,,0,12:24,Draw,2.60,,0,,USM Annaba U21,0,USM Annaba U21,,,2.75,,,0,,1.40,2.05,,0,1.44,,USM Annaba U21 or WA Tlemcen U21,,WA Tlemcen U21,
,1.36,,,0,USM Blida U21,,No 1st Goal,JSM Skikda U21,0,4.00,0,1.22,,JSM Skikda U21 or Draw,,USM Blida U21 or Draw,0,JSM Skikda U21,0,7.00,,0,12:27,Draw,6.00,,0,,USM Blida U21,0,USM Blida U21,,,1.50,,,0,,2.50,4.00,,0,1.11,,USM Blida U21 or JSM Skikda U21,,JSM Skikda U21,
,1.25,,,0,FK Kapaz,,No 1st Goal,Zira IK II,0,4.50,3,1.16,,Zira IK II or Draw,,FK Kapaz or Draw,0,Zira IK II,0,8.00,,0,12:26,Draw,9.00,,0,,FK Kapaz,0,FK Kapaz,,,1.30,,,0,,3.40,4.75,,0,1.040,,FK Kapaz or Zira IK II,,Zira IK II,
FK Qarabag II,,3.25,,0,,,,FK Qarabag II,0,3.60,1,1.25,,FK Qarabag II or Draw,,Moik Baku or Draw,3,FK Qarabag II,0,,1.44,0,12:28,Draw,2.30,,0,,Moik Baku,0,Moik Baku,,,2.62,,No 2nd Goal,0,,1.44,,Moik Baku,0,1.53,,Moik Baku or FK Qarabag II,7.50,,
FC Agsu,,4.50,,0,,,,FC Agsu,0,10.00,2,1.030,,FC Agsu or Draw,,Neftchi Baku II or Draw,1,FC Agsu,0,,1.25,0,12:28,Draw,21.00,,0,,Neftchi Baku II,0,Neftchi Baku II,,,1.055,,No 2nd Goal,0,,8.00,,Neftchi Baku II,0,1.002,,Neftchi Baku II or FC Agsu,9.00,,
,2.87,,,0,Delhi United,,No 1st Goal,Youngmen SC,0,2.75,0,1.40,,Youngmen SC or Draw,,Delhi United or Draw,0,Youngmen SC,0,4.50,,0,12:29,Draw,2.10,,0,,Delhi United,0,Delhi United,,,4.00,,,0,,1.22,1.80,,0,1.66,,Delhi United or Youngmen SC,,Youngmen SC,
,2.00,,,0,Avalan Kamyaran,,No 1st Goal,Shahrdari Hamedan,0,2.20,2,1.61,,Shahrdari Hamedan or Draw,,Avalan Kamyaran or Draw,1,,0,2.50,,0,12:31,Draw,5.50,,0,,Avalan Kamyaran,0,Avalan Kamyaran,,,2.25,,,0,,1.57,4.33,,0,1.12,,Avalan Kamyaran or Shahrdari Hamedan,,Shahrdari Hamedan,
,,,2.40,0,,2.75,,Naft Gachsaran,0,9.00,3,1.040,Besat Kermanshah,Naft Gachsaran or Draw,Naft Gachsaran,Besat Kermanshah or Draw,1,Naft Gachsaran,0,,,0,12:30,Draw,1.071,,0,,Besat Kermanshah,0,Besat Kermanshah,3.00,No 3rd Goal,19.00,,,0,,1.002,,,0,7.50,,Besat Kermanshah or Naft Gachsaran,,,
,1.57,,,0,Sofapaka FC,,No 1st Goal,Vihiga United,0,3.25,1,1.33,,Vihiga United or Draw,,Sofapaka FC or Draw,3,Vihiga United,0,5.50,,0,12:31,Draw,5.00,,0,,Sofapaka FC,0,Sofapaka FC,,,1.66,,,0,,2.10,3.40,,0,1.14,,Sofapaka FC or Vihiga United,,Vihiga United,
,,,,0,,,,Cheng Fung,0,29.00,0,,,,,,0,Cheng Fung,0,,,0,12:32,Draw,1.006,No 4th Goal,0,1.071,Macau U23,0,Macau U23,,,29.00,Macau U23,,0,Cheng Fung,,,,0,,9.00,,,,34.00
,1.66,,,0,Dynamo Kiev U19,,No 1st Goal,Metalurg Zaporizhya U19,0,2.40,3,1.50,,Metalurg Zaporizhya U19 or Draw,,Dynamo Kiev U19 or Draw,6,Metalurg Zaporizhya U19,0,2.75,,0,12:34,Draw,8.50,,0,,Dynamo Kiev U19,0,Dynamo Kiev U19,,,1.72,,,0,,2.00,6.50,,0,1.050,,Dynamo Kiev U19 or Metalurg Zaporizhya U19,,Metalurg Zaporizhya U19,
,1.72,,,0,Amal Bou Saada U21,,No 1st Goal,MC El Eulma U21,0,3.20,1,1.33,,MC El Eulma U21 or Draw,,Amal Bou Saada U21 or Draw,0,MC El Eulma U21,0,5.50,,0,12:34,Draw,3.50,,0,,Amal Bou Saada U21,0,Amal Bou Saada U21,,,2.05,,,0,,1.66,2.75,,0,1.28,,Amal Bou Saada U21 or MC El Eulma U21,,MC El Eulma U21,
,,,1.72,0,,3.10,,NC Magra U21,0,12.00,4,1.015,ASM Oran U21,NC Magra U21 or Draw,NC Magra U21,ASM Oran U21 or Draw,0,NC Magra U21,1,,,0,12:35,Draw,23.00,,0,,ASM Oran U21,0,ASM Oran U21,4.50,No 3rd Goal,1.045,,,0,,8.50,,,0,1.001,,ASM Oran U21 or NC Magra U21,,,
,1.40,,,0,ASO Chlef U21,,No 1st Goal,USM El Harrach U21,0,3.60,0,1.25,,USM El Harrach U21 or Draw,,ASO Chlef U21 or Draw,1,USM El Harrach U21,0,5.50,,0,12:35,Draw,7.50,,0,,ASO Chlef U21,0,ASO Chlef U21,,,1.44,,,0,,2.62,4.50,,0,1.071,,ASO Chlef U21 or USM El Harrach U21,,USM El Harrach U21,
MC Saida U21,,2.87,,0,,,,MC Saida U21,0,5.50,2,1.12,,MC Saida U21 or Draw,,JSM Bejaia U21 or Draw,0,MC Saida U21,1,,1.66,0,12:37,Draw,9.00,,0,,JSM Bejaia U21,0,JSM Bejaia U21,,,1.25,,No 2nd Goal,0,,3.75,,JSM Bejaia U21,0,1.040,,JSM Bejaia U21 or MC Saida U21,6.00,,
,2.75,,,0,RC Kouba U21,,No 1st Goal,RC Relizane U21,0,3.00,0,1.36,,RC Relizane U21 or Draw,,RC Kouba U21 or Draw,3,RC Relizane U21,0,5.50,,0,12:37,Draw,2.05,,0,,RC Kouba U21,0,RC Kouba U21,,,3.75,,,0,,1.25,1.72,,0,1.66,,RC Kouba U21 or RC Relizane U21,,RC Relizane U21,
,1.50,,,0,US Biskra U21,,No 1st Goal,ES Mostaganem U21,0,3.60,3,1.25,,ES Mostaganem U21 or Draw,,US Biskra U21 or Draw,0,ES Mostaganem U21,0,8.00,,0,12:38,Draw,4.50,,0,,US Biskra U21,0,US Biskra U21,,,1.66,,,0,,2.10,3.00,,0,1.16,,US Biskra U21 or ES Mostaganem U21,,ES Mostaganem U21,
,2.20,,,0,USM Annaba U21,,No 1st Goal,WA Tlemcen U21,0,3.00,0,1.36,,WA Tlemcen U21 or Draw,,USM Annaba U21 or Draw,0,WA Tlemcen U21,0,5.50,,0,12:38,Draw,2.60,,0,,USM Annaba U21,0,USM Annaba U21,,,2.75,,,0,,1.40,2.05,,0,1.44,,USM Annaba U21 or WA Tlemcen U21,,WA Tlemcen U21,
,1.36,,,0,USM Blida U21,,No 1st Goal,JSM Skikda U21,0,4.00,0,1.22,,JSM Skikda U21 or Draw,,USM Blida U21 or Draw,0,JSM Skikda U21,0,7.00,,0,12:41,Draw,6.00,,0,,USM Blida U21,0,USM Blida U21,,,1.50,,,0,,2.50,4.00,,0,1.11,,USM Blida U21 or JSM Skikda U21,,JSM Skikda U21,
,1.25,,,0,FK Kapaz,,No 1st Goal,Zira IK II,0,4.50,3,1.16,,Zira IK II or Draw,,FK Kapaz or Draw,0,Zira IK II,0,8.00,,0,12:41,Draw,9.00,,0,,FK Kapaz,0,FK Kapaz,,,1.30,,,0,,3.40,4.75,,0,1.040,,FK Kapaz or Zira IK II,,Zira IK II,
FK Qarabag II,,3.25,,0,,,,FK Qarabag II,0,3.60,1,1.25,,FK Qarabag II or Draw,,Moik Baku or Draw,3,FK Qarabag II,0,,1.44,0,12:42,Draw,2.30,,0,,Moik Baku,0,Moik Baku,,,2.62,,No 2nd Goal,0,,1.44,,Moik Baku,0,1.53,,Moik Baku or FK Qarabag II,7.50,,
FC Agsu,,4.50,,0,,,,FC Agsu,0,10.00,2,1.030,,FC Agsu or Draw,,Neftchi Baku II or Draw,1,FC Agsu,0,,1.25,0,12:41,Draw,21.00,,0,,Neftchi Baku II,0,Neftchi Baku II,,,1.062,,No 2nd Goal,0,,8.00,,Neftchi Baku II,0,1.002,,Neftchi Baku II or FC Agsu,9.00,,
,2.87,,,0,Delhi United,,No 1st Goal,Youngmen SC,0,2.75,0,1.40,,Youngmen SC or Draw,,Delhi United or Draw,0,Youngmen SC,0,4.50,,0,12:43,Draw,2.10,,0,,Delhi United,0,Delhi United,,,4.00,,,0,,1.22,1.80,,0,1.66,,Delhi United or Youngmen SC,,Youngmen SC,
,2.00,,,0,Avalan Kamyaran,,No 1st Goal,Shahrdari Hamedan,0,2.20,2,1.61,,Shahrdari Hamedan or Draw,,Avalan Kamyaran or Draw,1,,0,2.50,,0,12:45,Draw,5.50,,0,,Avalan Kamyaran,0,Avalan Kamyaran,,,2.25,,,0,,1.57,4.33,,0,1.12,,Avalan Kamyaran or Shahrdari Hamedan,,Shahrdari Hamedan,
,,,2.40,0,,2.75,,Naft Gachsaran,0,9.00,3,1.040,Besat Kermanshah,Naft Gachsaran or Draw,Naft Gachsaran,Besat Kermanshah or Draw,1,Naft Gachsaran,0,,,0,12:44,Draw,1.071,,0,,Besat Kermanshah,0,Besat Kermanshah,3.00,No 3rd Goal,19.00,,,0,,1.002,,,0,7.50,,Besat Kermanshah or Naft Gachsaran,,,
,1.57,,,0,Sofapaka FC,,No 1st Goal,Vihiga United,0,3.25,1,1.33,,Vihiga United or Draw,,Sofapaka FC or Draw,3,Vihiga United,0,5.50,,0,12:45,Draw,5.00,,0,,Sofapaka FC,0,Sofapaka FC,,,1.66,,,0,,2.10,3.40,,0,1.14,,Sofapaka FC or Vihiga United,,Vihiga United,
,,,,0,,,,Cheng Fung,0,29.00,0,,,,,,0,Cheng Fung,0,,,0,12:45,Draw,1.006,No 4th Goal,0,1.062,Macau U23,0,Macau U23,,,34.00,Macau U23,,0,Cheng Fung,,,,0,,10.00,,,,34.00
,1.66,,,0,Dynamo Kiev U19,,No 1st Goal,Metalurg Zaporizhya U19,0,2.37,4,1.53,,Metalurg Zaporizhya U19 or Draw,,Dynamo Kiev U19 or Draw,6,Metalurg Zaporizhya U19,0,2.75,,0,12:47,Draw,9.00,,0,,Dynamo Kiev U19,0,Dynamo Kiev U19,,,1.72,,,0,,2.00,7.00,,0,1.040,,Dynamo Kiev U19 or Metalurg Zaporizhya U19,,Metalurg Zaporizhya U19,
,1.72,,,0,Amal Bou Saada U21,,No 1st Goal,MC El Eulma U21,0,3.20,1,1.33,,MC El Eulma U21 or Draw,,Amal Bou Saada U21 or Draw,0,MC El Eulma U21,0,5.50,,0,12:49,Draw,3.50,,0,,Amal Bou Saada U21,0,Amal Bou Saada U21,,,2.05,,,0,,1.66,2.75,,0,1.28,,Amal Bou Saada U21 or MC El Eulma U21,,MC El Eulma U21,
,,,1.72,0,,3.10,,NC Magra U21,0,12.00,4,1.015,ASM Oran U21,NC Magra U21 or Draw,NC Magra U21,ASM Oran U21 or Draw,0,NC Magra U21,1,,,0,12:49,Draw,23.00,,0,,ASM Oran U21,0,ASM Oran U21,4.50,No 3rd Goal,1.045,,,0,,8.50,,,0,1.001,,ASM Oran U21 or NC Magra U21,,,
,1.40,,,0,ASO Chlef U21,,No 1st Goal,USM El Harrach U21,0,3.60,0,1.25,,USM El Harrach U21 or Draw,,ASO Chlef U21 or Draw,1,USM El Harrach U21,0,5.50,,0,12:50,Draw,7.50,,0,,ASO Chlef U21,0,ASO Chlef U21,,,1.44,,,0,,2.62,4.50,,0,1.071,,ASO Chlef U21 or USM El Harrach U21,,USM El Harrach U21,
MC Saida U21,,2.87,,0,,,,MC Saida U21,0,5.50,2,1.12,,MC Saida U21 or Draw,,JSM Bejaia U21 or Draw,0,MC Saida U21,1,,1.66,0,12:50,Draw,9.00,,0,,JSM Bejaia U21,0,JSM Bejaia U21,,,1.25,,No 2nd Goal,0,,3.75,,JSM Bejaia U21,0,1.040,,JSM Bejaia U21 or MC Saida U21,6.00,,
,2.75,,,0,RC Kouba U21,,No 1st Goal,RC Relizane U21,0,3.00,0,1.36,,RC Relizane U21 or Draw,,RC Kouba U21 or Draw,3,RC Relizane U21,0,5.50,,0,12:52,Draw,2.05,,0,,RC Kouba U21,0,RC Kouba U21,,,3.75,,,0,,1.25,1.72,,0,1.66,,RC Kouba U21 or RC Relizane U21,,RC Relizane U21,
,1.50,,,0,US Biskra U21,,No 1st Goal,ES Mostaganem U21,0,3.60,3,1.25,,ES Mostaganem U21 or Draw,,US Biskra U21 or Draw,0,ES Mostaganem U21,0,8.00,,0,12:52,Draw,4.50,,0,,US Biskra U21,0,US Biskra U21,,,1.66,,,0,,2.10,3.00,,0,1.16,,US Biskra U21 or ES Mostaganem U21,,ES Mostaganem U21,
,2.20,,,0,USM Annaba U21,,No 1st Goal,WA Tlemcen U21,0,3.00,0,1.36,,WA Tlemcen U21 or Draw,,USM Annaba U21 or Draw,0,WA Tlemcen U21,0,5.50,,0,12:52,Draw,2.60,,0,,USM Annaba U21,0,USM Annaba U21,,,2.75,,,0,,1.40,2.05,,0,1.44,,USM Annaba U21 or WA Tlemcen U21,,WA Tlemcen U21,
,1.36,,,0,USM Blida U21,,No 1st Goal,JSM Skikda U21,0,4.00,0,1.22,,JSM Skikda U21 or Draw,,USM Blida U21 or Draw,0,JSM Skikda U21,0,7.00,,0,12:54,Draw,6.00,,0,,USM Blida U21,0,USM Blida U21,,,1.50,,,0,,2.50,4.00,,0,1.11,,USM Blida U21 or JSM Skikda U21,,JSM Skikda U21,
,1.25,,,0,FK Kapaz,,No 1st Goal,Zira IK II,0,4.50,3,1.16,,Zira IK II or Draw,,FK Kapaz or Draw,0,Zira IK II,0,8.00,,0,12:55,Draw,9.00,,0,,FK Kapaz,0,FK Kapaz,,,1.30,,,0,,3.40,4.75,,0,1.040,,FK Kapaz or Zira IK II,,Zira IK II,
FK Qarabag II,,3.20,,0,,,,FK Qarabag II,0,3.60,1,1.25,,FK Qarabag II or Draw,,Moik Baku or Draw,3,FK Qarabag II,0,,1.44,0,12:56,Draw,2.25,,0,,Moik Baku,0,Moik Baku,,,2.75,,No 2nd Goal,0,,1.40,,Moik Baku,0,1.57,,Moik Baku or FK Qarabag II,7.50,,
FC Agsu,,4.33,,0,,,,FC Agsu,0,10.00,2,1.030,,FC Agsu or Draw,,Neftchi Baku II or Draw,1,FC Agsu,0,,1.25,0,12:57,Draw,21.00,,0,,Neftchi Baku II,0,Neftchi Baku II,,,1.062,,No 2nd Goal,0,,8.00,,Neftchi Baku II,0,1.002,,Neftchi Baku II or FC Agsu,9.00,,
,2.87,,,0,Delhi United,,No 1st Goal,Youngmen SC,0,2.75,0,1.40,,Youngmen SC or Draw,,Delhi United or Draw,0,Youngmen SC,0,4.50,,0,12:58,Draw,2.10,,0,,Delhi United,0,Delhi United,,,4.00,,,0,,1.22,1.80,,0,1.66,,Delhi United or Youngmen SC,,Youngmen SC,
,2.00,,,0,Avalan Kamyaran,,No 1st Goal,Shahrdari Hamedan,0,2.20,2,1.61,,Shahrdari Hamedan or Draw,,Avalan Kamyaran or Draw,1,,0,2.50,,0,12:59,Draw,5.50,,0,,Avalan Kamyaran,0,Avalan Kamyaran,,,2.25,,,0,,1.57,4.33,,0,1.12,,Avalan Kamyaran or Shahrdari Hamedan,,Shahrdari Hamedan,
,,,2.40,0,,2.75,,Naft Gachsaran,0,9.00,3,1.040,Besat Kermanshah,Naft Gachsaran or Draw,Naft Gachsaran,Besat Kermanshah or Draw,1,Naft Gachsaran,0,,,0,12:58,Draw,1.071,,0,,Besat Kermanshah,0,Besat Kermanshah,3.00,No 3rd Goal,19.00,,,0,,1.002,,,0,7.50,,Besat Kermanshah or Naft Gachsaran,,,
,1.57,,,0,Sofapaka FC,,No 1st Goal,Vihiga United,0,3.25,1,1.33,,Vihiga United or Draw,,Sofapaka FC or Draw,3,Vihiga United,0,5.50,,0,13:00,Draw,5.00,,0,,Sofapaka FC,0,Sofapaka FC,,,1.72,,,0,,2.00,3.40,,0,1.14,,Sofapaka FC or Vihiga United,,Vihiga United,
,,,,0,,,,Cheng Fung,0,29.00,0,,,,,,0,Cheng Fung,0,,,0,13:01,Draw,1.006,No 4th Goal,0,1.062,Macau U23,0,Macau U23,,,34.00,Macau U23,,0,Cheng Fung,,,,0,,10.00,,,,21.00
,1.66,,,0,Dynamo Kiev U19,,No 1st Goal,Metalurg Zaporizhya U19,0,2.37,4,1.53,,Metalurg Zaporizhya U19 or Draw,,Dynamo Kiev U19 or Draw,6,Metalurg Zaporizhya U19,0,2.75,,0,13:02,Draw,8.50,,0,,Dynamo Kiev U19,0,Dynamo Kiev U19,,,1.80,,,0,,1.90,6.50,,0,1.050,,Dynamo Kiev U19 or Metalurg Zaporizhya U19,,Metalurg Zaporizhya U19,
,1.72,,,0,Amal Bou Saada U21,,No 1st Goal,MC El Eulma U21,0,3.20,1,1.33,,MC El Eulma U21 or Draw,,Amal Bou Saada U21 or Draw,0,MC El Eulma U21,0,5.50,,0,13:03,Draw,3.50,,0,,Amal Bou Saada U21,0,Amal Bou Saada U21,,,2.05,,,0,,1.66,2.75,,0,1.28,,Amal Bou Saada U21 or MC El Eulma U21,,MC El Eulma U21,
,,,1.72,0,,3.10,,NC Magra U21,0,13.00,4,1.012,ASM Oran U21,NC Magra U21 or Draw,NC Magra U21,ASM Oran U21 or Draw,0,NC Magra U21,1,,,0,13:04,Draw,23.00,,0,,ASM Oran U21,0,ASM Oran U21,4.50,No 3rd Goal,1.040,,,0,,9.00,,,0,1.001,,ASM Oran U21 or NC Magra U21,,,
,,,,0,ASO Chlef U21,,No 1st Goal,USM El Harrach U21,0,,0,,,USM El Harrach U21 or Draw,,ASO Chlef U21 or Draw,1,USM El Harrach U21,0,,,0,13:03,Draw,,,0,,ASO Chlef U21,0,ASO Chlef U21,,,,,,0,,,,,0,,,ASO Chlef U21 or USM El Harrach U21,,USM El Harrach U21,
MC Saida U21,,2.87,,0,,,,MC Saida U21,0,5.50,2,1.12,,MC Saida U21 or Draw,,JSM Bejaia U21 or Draw,0,MC Saida U21,1,,1.66,0,13:05,Draw,9.00,,0,,JSM Bejaia U21,0,JSM Bejaia U21,,,1.25,,No 2nd Goal,0,,3.75,,JSM Bejaia U21,0,1.040,,JSM Bejaia U21 or MC Saida U21,6.00,,
,2.75,,,0,RC Kouba U21,,No 1st Goal,RC Relizane U21,0,3.00,0,1.36,,RC Relizane U21 or Draw,,RC Kouba U21 or Draw,3,RC Relizane U21,0,5.00,,0,13:05,Draw,2.05,,0,,RC Kouba U21,0,RC Kouba U21,,,3.75,,,0,,1.25,1.72,,0,1.66,,RC Kouba U21 or RC Relizane U21,,RC Relizane U21,
